Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,End Station Latitude,End Station Longitude,Bike ID,User Type,Birth Year,Gender
423,8/1/16 8:25,8/1/16 8:32,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24719,Subscriber,1979,1
846,8/1/16 8:25,8/1/16 8:39,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,24405,Subscriber,1982,2
521,8/1/16 8:26,8/1/16 8:34,3279,Dixon Mills,40.72163014,-74.04996783,3183,Exchange Place,40.7162469,-74.0334588,24589,Subscriber,1984,1
240,8/1/16 8:26,8/1/16 8:30,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24534,Subscriber,1985,1
367,8/1/16 8:27,8/1/16 8:33,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,24627,Subscriber,1990,1
198,8/1/16 8:28,8/1/16 8:31,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24654,Subscriber,1981,1
747,8/1/16 8:29,8/1/16 8:42,3220,5 Corners Library,40.73496102,-74.05950308,3184,Paulus Hook,40.7141454,-74.0335519,24606,Subscriber,1969,1
366,8/1/16 8:30,8/1/16 8:36,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,24400,Subscriber,1981,1
81,8/1/16 8:30,8/1/16 8:31,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24511,Subscriber,1975,1
215,8/1/16 8:30,8/1/16 8:33,3211,Newark Ave,40.72152515,-74.04630454,3186,Grove St PATH,40.71958612,-74.04311746,24721,Subscriber,1972,1
388,8/1/16 8:31,8/1/16 8:37,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24525,Subscriber,1969,1
790,8/1/16 8:31,8/1/16 8:44,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24671,Subscriber,1990,2
226,8/1/16 8:31,8/1/16 8:35,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,24666,Subscriber,1980,1
545,8/1/16 8:31,8/1/16 8:41,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24662,Subscriber,1986,2
1263,8/1/16 8:32,8/1/16 8:53,3201,Dey St,40.737711,-74.066921,3184,Paulus Hook,40.7141454,-74.0335519,24712,Subscriber,1981,1
169,8/1/16 8:33,8/1/16 8:36,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24645,Subscriber,1956,1
189,8/1/16 8:35,8/1/16 8:38,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,24584,Subscriber,1982,2
490,8/1/16 8:35,8/1/16 8:43,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,24514,Subscriber,1988,2
244,8/1/16 8:35,8/1/16 8:39,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24507,Subscriber,1989,2
610,8/1/16 8:35,8/1/16 8:46,3203,Hamilton Park,40.72759597,-74.04424731,3183,Exchange Place,40.7162469,-74.0334588,24379,Subscriber,1977,1
320,8/1/16 8:36,8/1/16 8:41,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24496,Subscriber,1997,1
438,8/1/16 8:36,8/1/16 8:43,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,24580,Subscriber,1979,1
347,8/1/16 8:37,8/1/16 8:43,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,24578,Subscriber,1983,1
362,8/1/16 8:37,8/1/16 8:43,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,24641,Subscriber,1967,2
474,8/1/16 8:37,8/1/16 8:45,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,24567,Subscriber,1986,2
390,8/1/16 8:38,8/1/16 8:44,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24392,Subscriber,1968,1
317,8/1/16 8:38,8/1/16 8:43,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24608,Subscriber,1977,1
580,8/1/16 8:38,8/1/16 8:48,3199,Newport Pkwy,40.7287448,-74.0321082,3186,Grove St PATH,40.71958612,-74.04311746,24583,Subscriber,1976,1
916,8/1/16 8:39,8/1/16 8:54,3281,Leonard Gordon Park,40.74590997,-74.05727148,3202,Newport PATH,40.7272235,-74.0337589,24498,Subscriber,1980,1
223,8/1/16 8:41,8/1/16 8:44,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24467,Subscriber,1992,2
81,8/1/16 8:41,8/1/16 8:42,3273,Manila & 1st,40.72165072,-74.04288411,3186,Grove St PATH,40.71958612,-74.04311746,24673,Subscriber,1981,1
566,8/1/16 8:42,8/1/16 8:51,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,24573,Subscriber,1990,1
490,8/1/16 8:43,8/1/16 8:52,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,24471,Subscriber,1984,2
159,8/1/16 8:44,8/1/16 8:47,3278,Monmouth and 6th,40.72568548,-74.04879034,3270,Jersey & 6th St,40.72528911,-74.04557168,24446,Subscriber,1981,1
1270,8/1/16 8:45,8/1/16 9:06,3193,Lincoln Park,40.7246051,-74.07840595,3202,Newport PATH,40.7272235,-74.0337589,24624,Subscriber,1985,1
206,8/1/16 8:45,8/1/16 8:48,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24495,Subscriber,1971,1
235,8/1/16 8:45,8/1/16 8:49,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24723,Subscriber,1973,1
852,8/1/16 8:46,8/1/16 9:00,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24613,Subscriber,1974,1
879,8/1/16 8:48,8/1/16 9:02,3210,Pershing Field,40.74267714,-74.05178863,3183,Exchange Place,40.7162469,-74.0334588,24544,Subscriber,1987,1
674,8/1/16 8:48,8/1/16 8:59,3270,Jersey & 6th St,40.72528911,-74.04557168,3184,Paulus Hook,40.7141454,-74.0335519,24574,Subscriber,1962,2
421,8/1/16 8:48,8/1/16 8:55,3272,Jersey & 3rd,40.72333159,-74.04595256,3184,Paulus Hook,40.7141454,-74.0335519,24549,Subscriber,1989,1
1011,8/1/16 8:48,8/1/16 9:05,3220,5 Corners Library,40.73496102,-74.05950308,3183,Exchange Place,40.7162469,-74.0334588,24555,Subscriber,1981,1
1005,8/1/16 8:48,8/1/16 9:05,3210,Pershing Field,40.74267714,-74.05178863,3199,Newport Pkwy,40.7287448,-74.0321082,24704,Subscriber,1980,1
364,8/1/16 8:49,8/1/16 8:55,3278,Monmouth and 6th,40.72568548,-74.04879034,3206,Hilltop,40.7311689,-74.0575736,24701,Subscriber,1960,1
389,8/1/16 8:50,8/1/16 8:56,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,24678,Subscriber,1977,1
716,8/1/16 8:50,8/1/16 9:02,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24723,Subscriber,1988,1
1257,8/1/16 8:51,8/1/16 9:12,3191,Union St,40.7182113,-74.0836394,3185,City Hall,40.7177325,-74.043845,24638,Subscriber,1977,1
852,8/1/16 8:51,8/1/16 9:05,3212,Christ Hospital,40.73478582,-74.05044364,3183,Exchange Place,40.7162469,-74.0334588,24388,Subscriber,1985,1
508,8/1/16 8:51,8/1/16 9:00,3186,Grove St PATH,40.71958612,-74.04311746,3199,Newport Pkwy,40.7287448,-74.0321082,24562,Subscriber,1987,2
211,8/1/16 8:52,8/1/16 8:55,3185,City Hall,40.7177325,-74.043845,3205,JC Medical Center,40.71653978,-74.04963791,24405,Subscriber,1981,1
187,8/1/16 8:52,8/1/16 8:55,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24418,Subscriber,1980,1
262,8/1/16 8:52,8/1/16 8:57,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24558,Subscriber,1981,0
158,8/1/16 8:53,8/1/16 8:56,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24660,Subscriber,1988,1
261,8/1/16 8:53,8/1/16 8:58,3185,City Hall,40.7177325,-74.043845,3184,Paulus Hook,40.7141454,-74.0335519,24617,Subscriber,1984,1
914,8/1/16 8:53,8/1/16 9:09,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,24394,Subscriber,1986,2
200,8/1/16 8:54,8/1/16 8:57,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,24538,Subscriber,1986,2
164,8/1/16 8:54,8/1/16 8:57,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24409,Subscriber,1981,1
358,8/1/16 8:55,8/1/16 9:01,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24695,Subscriber,1986,1
500,8/1/16 8:55,8/1/16 9:03,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24391,Subscriber,1972,2
547,8/1/16 8:56,8/1/16 9:05,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24484,Subscriber,,0
1235,8/1/16 8:56,8/1/16 9:17,3220,5 Corners Library,40.73496102,-74.05950308,3184,Paulus Hook,40.7141454,-74.0335519,24389,Subscriber,1984,1
207,8/1/16 8:57,8/1/16 9:00,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24702,Subscriber,1979,1
414,8/1/16 8:57,8/1/16 9:04,3213,Van Vorst Park,40.71848892,-74.04772663,3183,Exchange Place,40.7162469,-74.0334588,24563,Subscriber,1970,1
234,8/1/16 8:57,8/1/16 9:01,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24401,Subscriber,1986,1
227,8/1/16 8:58,8/1/16 9:02,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24619,Subscriber,1986,1
727,8/1/16 8:58,8/1/16 9:10,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24538,Subscriber,1986,2
987,8/1/16 8:58,8/1/16 9:15,3197,North St,40.752559,-74.044725,3195,Sip Ave,40.73074263,-74.06378388,24548,Subscriber,1984,1
264,8/1/16 8:59,8/1/16 9:03,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24452,Subscriber,1985,1
383,8/1/16 8:59,8/1/16 9:05,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,24480,Subscriber,1976,1
272,8/1/16 8:59,8/1/16 9:04,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24447,Subscriber,1957,2
635,8/1/16 8:59,8/1/16 9:10,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,24577,Subscriber,1959,1
313,8/1/16 9:00,8/1/16 9:05,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24661,Subscriber,1981,2
1002,8/1/16 9:01,8/1/16 9:17,3276,Marin Light Rail,40.71458404,-74.04281706,3202,Newport PATH,40.7272235,-74.0337589,24541,Subscriber,1985,2
322,8/1/16 9:01,8/1/16 9:06,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,24697,Subscriber,1984,1
229,8/1/16 9:01,8/1/16 9:05,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24635,Subscriber,1975,2
574,8/1/16 9:02,8/1/16 9:11,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3185,City Hall,40.7177325,-74.043845,24637,Subscriber,1992,1
563,8/1/16 9:02,8/1/16 9:12,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,24528,Subscriber,1978,1
361,8/1/16 9:03,8/1/16 9:09,3186,Grove St PATH,40.71958612,-74.04311746,3184,Paulus Hook,40.7141454,-74.0335519,24467,Subscriber,1978,1
673,8/1/16 9:03,8/1/16 9:14,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24719,Subscriber,1972,1
865,8/1/16 9:03,8/1/16 9:18,3195,Sip Ave,40.73074263,-74.06378388,3183,Exchange Place,40.7162469,-74.0334588,24561,Subscriber,1988,1
176,8/1/16 9:04,8/1/16 9:07,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24691,Subscriber,1962,1
279,8/1/16 9:05,8/1/16 9:09,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24455,Subscriber,1972,1
1155,8/1/16 9:06,8/1/16 9:25,3212,Christ Hospital,40.73478582,-74.05044364,3186,Grove St PATH,40.71958612,-74.04311746,24411,Subscriber,1985,1
170,8/1/16 9:06,8/1/16 9:09,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24435,Subscriber,1986,1
470,8/1/16 9:07,8/1/16 9:15,3267,Morris Canal,40.71241882,-74.03852552,3186,Grove St PATH,40.71958612,-74.04311746,24395,Subscriber,1984,1
161,8/1/16 9:07,8/1/16 9:10,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24472,Subscriber,1992,1
936,8/1/16 9:08,8/1/16 9:24,3212,Christ Hospital,40.73478582,-74.05044364,3183,Exchange Place,40.7162469,-74.0334588,24416,Subscriber,1980,1
549,8/1/16 9:08,8/1/16 9:18,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,24549,Subscriber,1986,1
248,8/1/16 9:09,8/1/16 9:13,3186,Grove St PATH,40.71958612,-74.04311746,3279,Dixon Mills,40.72163014,-74.04996783,24559,Subscriber,1978,1
531,8/1/16 9:09,8/1/16 9:18,3209,Brunswick St,40.7241765,-74.0506564,3202,Newport PATH,40.7272235,-74.0337589,24512,Subscriber,1978,1
247,8/1/16 9:10,8/1/16 9:14,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24536,Subscriber,1976,1
285,8/1/16 9:11,8/1/16 9:16,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,24517,Subscriber,1991,1
153,8/1/16 9:11,8/1/16 9:14,3215,Central Ave,40.7467299,-74.0492509,3210,Pershing Field,40.74267714,-74.05178863,24690,Subscriber,1981,1
4131,8/1/16 9:12,8/1/16 10:21,3206,Hilltop,40.7311689,-74.0575736,3206,Hilltop,40.7311689,-74.0575736,24429,Subscriber,1971,1
255,8/1/16 9:12,8/1/16 9:17,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24724,Subscriber,,0
289,8/1/16 9:13,8/1/16 9:18,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24452,Subscriber,1955,1
190,8/1/16 9:15,8/1/16 9:18,3187,Warren St,40.7211236,-74.03805095,3183,Exchange Place,40.7162469,-74.0334588,24612,Subscriber,1984,1
461,8/1/16 9:15,8/1/16 9:23,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24627,Subscriber,1986,1
377,8/1/16 9:16,8/1/16 9:22,3206,Hilltop,40.7311689,-74.0575736,3186,Grove St PATH,40.71958612,-74.04311746,24703,Subscriber,1991,1
290,8/1/16 9:16,8/1/16 9:20,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,24679,Subscriber,1980,2
332,8/1/16 9:16,8/1/16 9:22,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24638,Subscriber,1990,2
187,8/1/16 9:16,8/1/16 9:19,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24480,Subscriber,1967,1
521,8/1/16 9:17,8/1/16 9:26,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24650,Subscriber,1974,1
1218,8/1/16 9:17,8/1/16 9:38,3276,Marin Light Rail,40.71458404,-74.04281706,3195,Sip Ave,40.73074263,-74.06378388,24412,Subscriber,1980,1
290,8/1/16 9:19,8/1/16 9:23,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24664,Subscriber,1989,2
284,8/1/16 9:19,8/1/16 9:23,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24394,Subscriber,1983,1
266,8/1/16 9:20,8/1/16 9:24,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,24446,Subscriber,1991,2
1234,8/1/16 9:20,8/1/16 9:40,3197,North St,40.752559,-74.044725,3183,Exchange Place,40.7162469,-74.0334588,24575,Subscriber,1983,1
104,8/1/16 9:21,8/1/16 9:23,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24608,Subscriber,1989,1
609,8/1/16 9:22,8/1/16 9:32,3272,Jersey & 3rd,40.72333159,-74.04595256,3202,Newport PATH,40.7272235,-74.0337589,24486,Subscriber,1978,2
278,8/1/16 9:25,8/1/16 9:29,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24641,Subscriber,1977,2
3145,8/1/16 9:27,8/1/16 10:20,3197,North St,40.752559,-74.044725,3197,North St,40.752559,-74.044725,24535,Subscriber,1992,1
255,8/1/16 9:27,8/1/16 9:32,3270,Jersey & 6th St,40.72528911,-74.04557168,3185,City Hall,40.7177325,-74.043845,24470,Subscriber,1983,2
272,8/1/16 9:27,8/1/16 9:32,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,24663,Subscriber,1987,1
256,8/1/16 9:28,8/1/16 9:32,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24452,Subscriber,1984,1
210,8/1/16 9:29,8/1/16 9:33,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,24559,Subscriber,1978,1
465,8/1/16 9:29,8/1/16 9:37,3212,Christ Hospital,40.73478582,-74.05044364,3195,Sip Ave,40.73074263,-74.06378388,24669,Subscriber,1971,2
450,8/1/16 9:30,8/1/16 9:38,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,24562,Subscriber,1989,2
146,8/1/16 9:32,8/1/16 9:34,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,24474,Subscriber,1986,1
145,8/1/16 9:32,8/1/16 9:34,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,24482,Subscriber,1977,1
310,8/1/16 9:32,8/1/16 9:38,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24386,Subscriber,1979,1
306,8/1/16 9:34,8/1/16 9:40,3186,Grove St PATH,40.71958612,-74.04311746,3183,Exchange Place,40.7162469,-74.0334588,24414,Subscriber,1980,1
2237,8/1/16 9:36,8/1/16 10:13,3270,Jersey & 6th St,40.72528911,-74.04557168,3273,Manila & 1st,40.72165072,-74.04288411,24560,Subscriber,1986,2
211,8/1/16 9:38,8/1/16 9:41,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,24583,Subscriber,1976,1
424,8/1/16 9:39,8/1/16 9:46,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24721,Subscriber,1981,1
1489,8/1/16 9:39,8/1/16 10:04,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,24561,Subscriber,1979,2
295,8/1/16 9:41,8/1/16 9:46,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24523,Subscriber,1989,1
668,8/1/16 9:43,8/1/16 9:54,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,24417,Subscriber,1969,1
831,8/1/16 9:44,8/1/16 9:58,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3183,Exchange Place,40.7162469,-74.0334588,24488,Subscriber,1974,1
151,8/1/16 9:44,8/1/16 9:47,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24604,Subscriber,1986,2
262,8/1/16 9:45,8/1/16 9:49,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,24705,Subscriber,1962,1
7154,8/1/16 9:47,8/1/16 11:46,3189,West Side Light Rail,40.714402,-74.0887723,3195,Sip Ave,40.73074263,-74.06378388,24630,Customer,,0
943,8/1/16 9:48,8/1/16 10:04,3214,Essex Light Rail,40.7127742,-74.0364857,3199,Newport Pkwy,40.7287448,-74.0321082,24609,,1987,1
171,8/1/16 9:55,8/1/16 9:58,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,24639,Subscriber,1983,1
419,8/1/16 9:56,8/1/16 10:03,3186,Grove St PATH,40.71958612,-74.04311746,3275,Columbus Drive,40.7183552,-74.03891444,24703,Customer,,0
192,8/1/16 9:59,8/1/16 10:02,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24495,Subscriber,1984,1
417,8/1/16 10:02,8/1/16 10:09,3206,Hilltop,40.7311689,-74.0575736,3183,Exchange Place,40.7162469,-74.0334588,24701,Subscriber,1981,2
648,8/1/16 10:04,8/1/16 10:15,3206,Hilltop,40.7311689,-74.0575736,3183,Exchange Place,40.7162469,-74.0334588,24530,Subscriber,1985,1
84,8/1/16 10:05,8/1/16 10:06,3272,Jersey & 3rd,40.72333159,-74.04595256,3273,Manila & 1st,40.72165072,-74.04288411,24568,Subscriber,1981,1
798,8/1/16 10:08,8/1/16 10:21,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24624,Subscriber,1985,1
171,8/1/16 10:08,8/1/16 10:11,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,24387,Subscriber,1991,1
245,8/1/16 10:09,8/1/16 10:13,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24395,Subscriber,1967,1
634,8/1/16 10:10,8/1/16 10:21,3199,Newport Pkwy,40.7287448,-74.0321082,3185,City Hall,40.7177325,-74.043845,24491,Subscriber,1960,2
1067,8/1/16 10:16,8/1/16 10:33,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,24538,Customer,,0
714,8/1/16 10:16,8/1/16 10:28,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24616,Subscriber,1986,1
1040,8/1/16 10:16,8/1/16 10:33,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,24435,Customer,,0
977,8/1/16 10:17,8/1/16 10:33,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,24455,Customer,,0
976,8/1/16 10:17,8/1/16 10:33,3211,Newark Ave,40.72152515,-74.04630454,3220,5 Corners Library,40.73496102,-74.05950308,24472,Customer,,0
241,8/1/16 10:21,8/1/16 10:25,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24645,Subscriber,1976,1
433,8/1/16 10:23,8/1/16 10:30,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24541,Subscriber,1985,1
251,8/1/16 10:24,8/1/16 10:28,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24702,Subscriber,1969,1
263,8/1/16 10:24,8/1/16 10:29,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,24388,Subscriber,1984,2
910,8/1/16 10:25,8/1/16 10:40,3195,Sip Ave,40.73074263,-74.06378388,3202,Newport PATH,40.7272235,-74.0337589,24395,Subscriber,1981,1
188,8/1/16 10:25,8/1/16 10:28,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24482,Subscriber,1968,1
661,8/1/16 10:25,8/1/16 10:36,3195,Sip Ave,40.73074263,-74.06378388,3191,Union St,40.7182113,-74.0836394,24493,Subscriber,1966,1
197,8/1/16 10:25,8/1/16 10:29,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24466,Subscriber,1972,1
2901,8/1/16 10:29,8/1/16 11:17,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,24567,Subscriber,1985,1
1214,8/1/16 10:35,8/1/16 10:55,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24498,Customer,,0
1404,8/1/16 10:35,8/1/16 10:59,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24512,Customer,,0
1175,8/1/16 10:35,8/1/16 10:55,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24386,Customer,,0
573,8/1/16 10:35,8/1/16 10:45,3186,Grove St PATH,40.71958612,-74.04311746,3206,Hilltop,40.7311689,-74.0575736,24495,Subscriber,1989,1
1214,8/1/16 10:35,8/1/16 10:56,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24614,Customer,,0
226,8/1/16 10:36,8/1/16 10:39,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,24596,Subscriber,1964,1
2114,8/1/16 10:36,8/1/16 11:11,3185,City Hall,40.7177325,-74.043845,3216,Columbia Park,40.6970299,-74.0969366,24407,Subscriber,1962,1
182,8/1/16 10:40,8/1/16 10:43,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,24449,Subscriber,1981,1
425,8/1/16 10:46,8/1/16 10:53,3206,Hilltop,40.7311689,-74.0575736,3210,Pershing Field,40.74267714,-74.05178863,24429,Subscriber,1989,1
250,8/1/16 10:46,8/1/16 10:50,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,24559,Subscriber,1967,1
